2023-09-28 21:59:29,809.message_producer.INFO ==================================================
2023-09-28 21:59:29,809.message_producer.INFO Today is 2023-09-28 at 09:59 PM
2023-09-28 21:59:29,810.message_producer.INFO Running on: nt Windows 10
2023-09-28 21:59:29,810.message_producer.INFO Python version:  3.11.1
2023-09-28 21:59:29,810.message_producer.INFO Python path: C:\Users\jorda\OneDrive\Desktop\Northwest Homework\1. Streaming Data\Module 5\streaming-05-smart-smoker\.venv
2023-09-28 21:59:29,810.message_producer.INFO Working dir: C:\Users\jorda\OneDrive\Desktop\Northwest Homework\1. Streaming Data\Module 5\streaming-05-smart-smoker
2023-09-28 21:59:29,810.message_producer.INFO ==================================================
2023-09-28 21:59:30,962.message_producer.INFO Seeing if you want to monitor RabbitMQ queues
2023-09-28 21:59:30,988.message_producer.INFO Skipping header row
2023-09-28 22:06:17,296.message_producer.INFO  [x] Sent ('05/22/21 13:51:45', '35.2') to 03-food-B
2023-09-28 22:06:19,296.message_producer.INFO  [x] Sent ('05/22/21 13:52:10', '242.6') to 01-smoker
2023-09-28 22:06:19,296.message_producer.INFO  [x] Sent ('05/22/21 13:52:10', 'No Reading') to 02-food-A
2023-09-28 22:06:19,297.message_producer.INFO  [x] Sent ('05/22/21 13:52:10', 'No Reading') to 03-food-B
2023-09-28 22:06:21,297.message_producer.INFO  [x] Sent ('05/22/21 13:52:15', '242.6') to 01-smoker
2023-09-28 22:06:21,297.message_producer.INFO  [x] Sent ('05/22/21 13:52:15', 'No Reading') to 02-food-A
2023-09-28 22:06:21,297.message_producer.INFO  [x] Sent ('05/22/21 13:52:15', 'No Reading') to 03-food-B
2023-09-28 22:06:23,299.message_producer.INFO  [x] Sent ('05/22/21 13:52:35', 'No Reading') to 01-smoker
2023-09-28 22:06:23,299.message_producer.INFO  [x] Sent ('05/22/21 13:52:35', '37.9') to 02-food-A
2023-09-28 22:06:23,299.message_producer.INFO  [x] Sent ('05/22/21 13:52:35', 'No Reading') to 03-food-B
2023-09-28 22:06:25,301.message_producer.INFO  [x] Sent ('05/22/21 13:52:40', 'No Reading') to 01-smoker
2023-09-28 22:06:25,301.message_producer.INFO  [x] Sent ('05/22/21 13:52:40', '37.9') to 02-food-A
2023-09-28 22:06:25,302.message_producer.INFO  [x] Sent ('05/22/21 13:52:40', '35.6') to 03-food-B
2023-09-28 22:06:27,302.message_producer.INFO  [x] Sent ('05/22/21 13:52:45', 'No Reading') to 01-smoker
2023-09-28 22:06:27,302.message_producer.INFO  [x] Sent ('05/22/21 13:52:45', 'No Reading') to 02-food-A
2023-09-28 22:06:27,302.message_producer.INFO  [x] Sent ('05/22/21 13:52:45', '35.6') to 03-food-B
2023-09-28 22:06:29,303.message_producer.INFO  [x] Sent ('05/22/21 13:53:10', '241.7') to 01-smoker
2023-09-28 22:06:29,303.message_producer.INFO  [x] Sent ('05/22/21 13:53:10', 'No Reading') to 02-food-A
2023-09-28 22:06:29,304.message_producer.INFO  [x] Sent ('05/22/21 13:53:10', 'No Reading') to 03-food-B
2023-09-28 22:06:31,305.message_producer.INFO  [x] Sent ('05/22/21 13:53:15', '241.7') to 01-smoker
2023-09-28 22:06:31,306.message_producer.INFO  [x] Sent ('05/22/21 13:53:15', 'No Reading') to 02-food-A
2023-09-28 22:06:31,306.message_producer.INFO  [x] Sent ('05/22/21 13:53:15', 'No Reading') to 03-food-B
2023-09-28 22:06:33,307.message_producer.INFO  [x] Sent ('05/22/21 13:53:35', 'No Reading') to 01-smoker
2023-09-28 22:06:33,307.message_producer.INFO  [x] Sent ('05/22/21 13:53:35', '38.4') to 02-food-A
2023-09-28 22:06:33,308.message_producer.INFO  [x] Sent ('05/22/21 13:53:35', 'No Reading') to 03-food-B
2023-09-28 22:06:35,309.message_producer.INFO  [x] Sent ('05/22/21 13:53:40', 'No Reading') to 01-smoker
2023-09-28 22:06:35,309.message_producer.INFO  [x] Sent ('05/22/21 13:53:40', '38.4') to 02-food-A
2023-09-28 22:06:35,310.message_producer.INFO  [x] Sent ('05/22/21 13:53:40', '35.7') to 03-food-B
2023-09-28 22:06:37,310.message_producer.INFO  [x] Sent ('05/22/21 13:53:45', 'No Reading') to 01-smoker
2023-09-28 22:06:37,311.message_producer.INFO  [x] Sent ('05/22/21 13:53:45', 'No Reading') to 02-food-A
2023-09-28 22:06:37,311.message_producer.INFO  [x] Sent ('05/22/21 13:53:45', '35.7') to 03-food-B
2023-09-28 22:06:39,312.message_producer.INFO  [x] Sent ('05/22/21 13:54:10', '241.4') to 01-smoker
2023-09-28 22:06:39,312.message_producer.INFO  [x] Sent ('05/22/21 13:54:10', 'No Reading') to 02-food-A
2023-09-28 22:06:39,312.message_producer.INFO  [x] Sent ('05/22/21 13:54:10', 'No Reading') to 03-food-B
2023-09-28 22:06:41,313.message_producer.INFO  [x] Sent ('05/22/21 13:54:15', '241.4') to 01-smoker
2023-09-28 22:06:41,313.message_producer.INFO  [x] Sent ('05/22/21 13:54:15', 'No Reading') to 02-food-A
2023-09-28 22:06:41,313.message_producer.INFO  [x] Sent ('05/22/21 13:54:15', 'No Reading') to 03-food-B
2023-09-28 22:06:43,315.message_producer.INFO  [x] Sent ('05/22/21 13:54:35', 'No Reading') to 01-smoker
2023-09-28 22:06:43,315.message_producer.INFO  [x] Sent ('05/22/21 13:54:35', '39.1') to 02-food-A
2023-09-28 22:06:43,315.message_producer.INFO  [x] Sent ('05/22/21 13:54:35', 'No Reading') to 03-food-B
2023-09-28 22:06:45,316.message_producer.INFO  [x] Sent ('05/22/21 13:54:40', 'No Reading') to 01-smoker
2023-09-28 22:06:45,316.message_producer.INFO  [x] Sent ('05/22/21 13:54:40', '39.1') to 02-food-A
2023-09-28 22:06:45,317.message_producer.INFO  [x] Sent ('05/22/21 13:54:40', '36.0') to 03-food-B
2023-09-28 22:06:47,317.message_producer.INFO  [x] Sent ('05/22/21 13:54:45', 'No Reading') to 01-smoker
2023-09-28 22:06:47,317.message_producer.INFO  [x] Sent ('05/22/21 13:54:45', 'No Reading') to 02-food-A
2023-09-28 22:06:47,317.message_producer.INFO  [x] Sent ('05/22/21 13:54:45', '36.0') to 03-food-B
2023-09-28 22:06:49,319.message_producer.INFO  [x] Sent ('05/22/21 13:55:10', '242.1') to 01-smoker
2023-09-28 22:06:49,319.message_producer.INFO  [x] Sent ('05/22/21 13:55:10', 'No Reading') to 02-food-A
2023-09-28 22:06:49,320.message_producer.INFO  [x] Sent ('05/22/21 13:55:10', 'No Reading') to 03-food-B
2023-09-28 22:06:51,320.message_producer.INFO  [x] Sent ('05/22/21 13:55:15', '242.1') to 01-smoker
2023-09-28 22:06:51,320.message_producer.INFO  [x] Sent ('05/22/21 13:55:15', 'No Reading') to 02-food-A
2023-09-28 22:06:51,320.message_producer.INFO  [x] Sent ('05/22/21 13:55:15', 'No Reading') to 03-food-B
2023-09-28 22:06:53,321.message_producer.INFO  [x] Sent ('05/22/21 13:55:35', 'No Reading') to 01-smoker
2023-09-28 22:06:53,322.message_producer.INFO  [x] Sent ('05/22/21 13:55:35', '39.9') to 02-food-A
2023-09-28 22:06:53,322.message_producer.INFO  [x] Sent ('05/22/21 13:55:35', 'No Reading') to 03-food-B
2023-09-28 22:06:55,323.message_producer.INFO  [x] Sent ('05/22/21 13:55:40', 'No Reading') to 01-smoker
2023-09-28 22:06:55,323.message_producer.INFO  [x] Sent ('05/22/21 13:55:40', '39.9') to 02-food-A
2023-09-28 22:06:55,323.message_producer.INFO  [x] Sent ('05/22/21 13:55:40', '36.0') to 03-food-B
2023-09-28 22:06:57,324.message_producer.INFO  [x] Sent ('05/22/21 13:55:45', 'No Reading') to 01-smoker
2023-09-28 22:06:57,325.message_producer.INFO  [x] Sent ('05/22/21 13:55:45', 'No Reading') to 02-food-A
2023-09-28 22:06:57,325.message_producer.INFO  [x] Sent ('05/22/21 13:55:45', '36.0') to 03-food-B
2023-09-28 22:06:59,326.message_producer.INFO  [x] Sent ('05/22/21 13:56:10', '241.9') to 01-smoker
2023-09-28 22:06:59,326.message_producer.INFO  [x] Sent ('05/22/21 13:56:10', 'No Reading') to 02-food-A
2023-09-28 22:06:59,326.message_producer.INFO  [x] Sent ('05/22/21 13:56:10', 'No Reading') to 03-food-B
2023-09-28 22:07:01,327.message_producer.INFO  [x] Sent ('05/22/21 13:56:15', '241.9') to 01-smoker
2023-09-28 22:07:01,327.message_producer.INFO  [x] Sent ('05/22/21 13:56:15', 'No Reading') to 02-food-A
2023-09-28 22:07:01,328.message_producer.INFO  [x] Sent ('05/22/21 13:56:15', 'No Reading') to 03-food-B
2023-09-28 22:07:03,329.message_producer.INFO  [x] Sent ('05/22/21 13:56:35', 'No Reading') to 01-smoker
2023-09-28 22:07:03,329.message_producer.INFO  [x] Sent ('05/22/21 13:56:35', '40.6') to 02-food-A
2023-09-28 22:07:03,329.message_producer.INFO  [x] Sent ('05/22/21 13:56:35', 'No Reading') to 03-food-B
2023-09-28 22:07:05,330.message_producer.INFO  [x] Sent ('05/22/21 13:56:40', 'No Reading') to 01-smoker
2023-09-28 22:07:05,330.message_producer.INFO  [x] Sent ('05/22/21 13:56:40', '40.6') to 02-food-A
2023-09-28 22:07:05,331.message_producer.INFO  [x] Sent ('05/22/21 13:56:40', '36.4') to 03-food-B
2023-09-28 22:07:07,331.message_producer.INFO  [x] Sent ('05/22/21 13:56:45', 'No Reading') to 01-smoker
2023-09-28 22:07:07,331.message_producer.INFO  [x] Sent ('05/22/21 13:56:45', 'No Reading') to 02-food-A
2023-09-28 22:07:07,332.message_producer.INFO  [x] Sent ('05/22/21 13:56:45', '36.4') to 03-food-B
2023-09-28 22:07:09,333.message_producer.INFO  [x] Sent ('05/22/21 13:57:10', '242.1') to 01-smoker
2023-09-28 22:07:09,333.message_producer.INFO  [x] Sent ('05/22/21 13:57:10', 'No Reading') to 02-food-A
2023-09-28 22:07:09,333.message_producer.INFO  [x] Sent ('05/22/21 13:57:10', 'No Reading') to 03-food-B
2023-09-28 22:07:11,334.message_producer.INFO  [x] Sent ('05/22/21 13:57:15', '242.1') to 01-smoker
2023-09-28 22:07:11,334.message_producer.INFO  [x] Sent ('05/22/21 13:57:15', 'No Reading') to 02-food-A
2023-09-28 22:07:11,334.message_producer.INFO  [x] Sent ('05/22/21 13:57:15', 'No Reading') to 03-food-B
2023-09-28 22:07:13,336.message_producer.INFO  [x] Sent ('05/22/21 13:57:35', 'No Reading') to 01-smoker
2023-09-28 22:07:13,336.message_producer.INFO  [x] Sent ('05/22/21 13:57:35', '41.4') to 02-food-A
2023-09-28 22:07:13,336.message_producer.INFO  [x] Sent ('05/22/21 13:57:35', 'No Reading') to 03-food-B
2023-09-28 22:07:15,337.message_producer.INFO  [x] Sent ('05/22/21 13:57:40', 'No Reading') to 01-smoker
2023-09-28 22:07:15,337.message_producer.INFO  [x] Sent ('05/22/21 13:57:40', '41.4') to 02-food-A
2023-09-28 22:07:15,338.message_producer.INFO  [x] Sent ('05/22/21 13:57:40', '36.7') to 03-food-B
2023-09-28 22:07:17,339.message_producer.INFO  [x] Sent ('05/22/21 13:57:45', 'No Reading') to 01-smoker
2023-09-28 22:07:17,339.message_producer.INFO  [x] Sent ('05/22/21 13:57:45', 'No Reading') to 02-food-A
2023-09-28 22:07:17,340.message_producer.INFO  [x] Sent ('05/22/21 13:57:45', '36.7') to 03-food-B
2023-09-28 22:07:19,340.message_producer.INFO  [x] Sent ('05/22/21 13:58:10', '240.4') to 01-smoker
2023-09-28 22:07:19,340.message_producer.INFO  [x] Sent ('05/22/21 13:58:10', 'No Reading') to 02-food-A
2023-09-28 22:07:19,340.message_producer.INFO  [x] Sent ('05/22/21 13:58:10', 'No Reading') to 03-food-B
2023-09-28 22:07:21,342.message_producer.INFO  [x] Sent ('05/22/21 13:58:15', '240.4') to 01-smoker
2023-09-28 22:07:21,342.message_producer.INFO  [x] Sent ('05/22/21 13:58:15', 'No Reading') to 02-food-A
2023-09-28 22:07:21,342.message_producer.INFO  [x] Sent ('05/22/21 13:58:15', 'No Reading') to 03-food-B
2023-09-28 22:07:23,343.message_producer.INFO  [x] Sent ('05/22/21 13:58:35', 'No Reading') to 01-smoker
2023-09-28 22:07:23,343.message_producer.INFO  [x] Sent ('05/22/21 13:58:35', '42.2') to 02-food-A
2023-09-28 22:07:23,343.message_producer.INFO  [x] Sent ('05/22/21 13:58:35', 'No Reading') to 03-food-B
2023-09-28 22:07:25,344.message_producer.INFO  [x] Sent ('05/22/21 13:58:40', 'No Reading') to 01-smoker
2023-09-28 22:07:25,344.message_producer.INFO  [x] Sent ('05/22/21 13:58:40', '42.2') to 02-food-A
2023-09-28 22:07:25,344.message_producer.INFO  [x] Sent ('05/22/21 13:58:40', '37.1') to 03-food-B
2023-09-28 22:07:27,345.message_producer.INFO  [x] Sent ('05/22/21 13:58:45', 'No Reading') to 01-smoker
2023-09-28 22:07:27,345.message_producer.INFO  [x] Sent ('05/22/21 13:58:45', 'No Reading') to 02-food-A
2023-09-28 22:07:27,345.message_producer.INFO  [x] Sent ('05/22/21 13:58:45', '37.1') to 03-food-B
2023-09-28 22:07:29,347.message_producer.INFO  [x] Sent ('05/22/21 13:59:10', '240.2') to 01-smoker
2023-09-28 22:07:29,347.message_producer.INFO  [x] Sent ('05/22/21 13:59:10', 'No Reading') to 02-food-A
2023-09-28 22:07:29,347.message_producer.INFO  [x] Sent ('05/22/21 13:59:10', 'No Reading') to 03-food-B
2023-09-28 22:07:31,348.message_producer.INFO  [x] Sent ('05/22/21 13:59:15', '240.2') to 01-smoker
2023-09-28 22:07:31,348.message_producer.INFO  [x] Sent ('05/22/21 13:59:15', 'No Reading') to 02-food-A
2023-09-28 22:07:31,349.message_producer.INFO  [x] Sent ('05/22/21 13:59:15', 'No Reading') to 03-food-B
2023-09-28 22:07:33,350.message_producer.INFO  [x] Sent ('05/22/21 13:59:35', 'No Reading') to 01-smoker
2023-09-28 22:07:33,350.message_producer.INFO  [x] Sent ('05/22/21 13:59:35', '43.1') to 02-food-A
2023-09-28 22:07:33,350.message_producer.INFO  [x] Sent ('05/22/21 13:59:35', 'No Reading') to 03-food-B
2023-09-28 22:07:35,351.message_producer.INFO  [x] Sent ('05/22/21 13:59:40', 'No Reading') to 01-smoker
2023-09-28 22:07:35,351.message_producer.INFO  [x] Sent ('05/22/21 13:59:40', '43.1') to 02-food-A
2023-09-28 22:07:35,351.message_producer.INFO  [x] Sent ('05/22/21 13:59:40', '37.6') to 03-food-B
2023-09-28 22:07:37,353.message_producer.INFO  [x] Sent ('05/22/21 13:59:45', 'No Reading') to 01-smoker
2023-09-28 22:07:37,353.message_producer.INFO  [x] Sent ('05/22/21 13:59:45', 'No Reading') to 02-food-A
2023-09-28 22:07:37,353.message_producer.INFO  [x] Sent ('05/22/21 13:59:45', '37.6') to 03-food-B
2023-09-28 22:07:39,354.message_producer.INFO  [x] Sent ('05/22/21 14:00:10', '240.1') to 01-smoker
2023-09-28 22:07:39,355.message_producer.INFO  [x] Sent ('05/22/21 14:00:10', 'No Reading') to 02-food-A
2023-09-28 22:07:39,355.message_producer.INFO  [x] Sent ('05/22/21 14:00:10', 'No Reading') to 03-food-B
2023-09-28 22:07:41,355.message_producer.INFO  [x] Sent ('05/22/21 14:00:15', '240.1') to 01-smoker
2023-09-28 22:07:41,355.message_producer.INFO  [x] Sent ('05/22/21 14:00:15', 'No Reading') to 02-food-A
2023-09-28 22:07:41,355.message_producer.INFO  [x] Sent ('05/22/21 14:00:15', 'No Reading') to 03-food-B
2023-09-28 22:07:43,357.message_producer.INFO  [x] Sent ('05/22/21 14:00:35', 'No Reading') to 01-smoker
2023-09-28 22:07:43,357.message_producer.INFO  [x] Sent ('05/22/21 14:00:35', '44.1') to 02-food-A
2023-09-28 22:07:43,358.message_producer.INFO  [x] Sent ('05/22/21 14:00:35', 'No Reading') to 03-food-B
2023-09-28 22:07:45,358.message_producer.INFO  [x] Sent ('05/22/21 14:00:40', 'No Reading') to 01-smoker
2023-09-28 22:07:45,358.message_producer.INFO  [x] Sent ('05/22/21 14:00:40', '44.1') to 02-food-A
2023-09-28 22:07:45,358.message_producer.INFO  [x] Sent ('05/22/21 14:00:40', '38.0') to 03-food-B
2023-09-28 22:07:47,360.message_producer.INFO  [x] Sent ('05/22/21 14:00:45', 'No Reading') to 01-smoker
2023-09-28 22:07:47,360.message_producer.INFO  [x] Sent ('05/22/21 14:00:45', 'No Reading') to 02-food-A
2023-09-28 22:07:47,360.message_producer.INFO  [x] Sent ('05/22/21 14:00:45', '38.0') to 03-food-B
2023-09-28 22:07:49,361.message_producer.INFO  [x] Sent ('05/22/21 14:01:10', '239.8') to 01-smoker
2023-09-28 22:07:49,361.message_producer.INFO  [x] Sent ('05/22/21 14:01:10', 'No Reading') to 02-food-A
2023-09-28 22:07:49,362.message_producer.INFO  [x] Sent ('05/22/21 14:01:10', 'No Reading') to 03-food-B
2023-09-28 22:07:51,362.message_producer.INFO  [x] Sent ('05/22/21 14:01:15', '239.8') to 01-smoker
2023-09-28 22:07:51,362.message_producer.INFO  [x] Sent ('05/22/21 14:01:15', 'No Reading') to 02-food-A
2023-09-28 22:07:51,362.message_producer.INFO  [x] Sent ('05/22/21 14:01:15', 'No Reading') to 03-food-B
2023-09-28 22:07:53,363.message_producer.INFO  [x] Sent ('05/22/21 14:01:35', 'No Reading') to 01-smoker
2023-09-28 22:07:53,363.message_producer.INFO  [x] Sent ('05/22/21 14:01:35', '45.1') to 02-food-A
2023-09-28 22:07:53,364.message_producer.INFO  [x] Sent ('05/22/21 14:01:35', 'No Reading') to 03-food-B
2023-09-28 22:07:55,365.message_producer.INFO  [x] Sent ('05/22/21 14:01:40', 'No Reading') to 01-smoker
2023-09-28 22:07:55,365.message_producer.INFO  [x] Sent ('05/22/21 14:01:40', '45.1') to 02-food-A
2023-09-28 22:07:55,365.message_producer.INFO  [x] Sent ('05/22/21 14:01:40', '38.5') to 03-food-B
2023-09-28 22:07:57,366.message_producer.INFO  [x] Sent ('05/22/21 14:01:45', 'No Reading') to 01-smoker
2023-09-28 22:07:57,366.message_producer.INFO  [x] Sent ('05/22/21 14:01:45', 'No Reading') to 02-food-A
2023-09-28 22:07:57,366.message_producer.INFO  [x] Sent ('05/22/21 14:01:45', '38.5') to 03-food-B
2023-09-28 22:07:59,367.message_producer.INFO  [x] Sent ('05/22/21 14:02:10', '239.9') to 01-smoker
2023-09-28 22:07:59,367.message_producer.INFO  [x] Sent ('05/22/21 14:02:10', 'No Reading') to 02-food-A
2023-09-28 22:07:59,367.message_producer.INFO  [x] Sent ('05/22/21 14:02:10', 'No Reading') to 03-food-B
2023-09-28 22:08:01,369.message_producer.INFO  [x] Sent ('05/22/21 14:02:15', '239.9') to 01-smoker
2023-09-28 22:08:01,369.message_producer.INFO  [x] Sent ('05/22/21 14:02:15', 'No Reading') to 02-food-A
2023-09-28 22:08:01,369.message_producer.INFO  [x] Sent ('05/22/21 14:02:15', 'No Reading') to 03-food-B
2023-09-28 22:08:03,370.message_producer.INFO  [x] Sent ('05/22/21 14:02:35', 'No Reading') to 01-smoker
2023-09-28 22:08:03,370.message_producer.INFO  [x] Sent ('05/22/21 14:02:35', '46.0') to 02-food-A
2023-09-28 22:08:03,370.message_producer.INFO  [x] Sent ('05/22/21 14:02:35', 'No Reading') to 03-food-B
2023-09-28 22:08:05,371.message_producer.INFO  [x] Sent ('05/22/21 14:02:40', 'No Reading') to 01-smoker
2023-09-28 22:08:05,371.message_producer.INFO  [x] Sent ('05/22/21 14:02:40', '46.0') to 02-food-A
2023-09-28 22:08:05,371.message_producer.INFO  [x] Sent ('05/22/21 14:02:40', '39.2') to 03-food-B
2023-09-28 22:08:07,373.message_producer.INFO  [x] Sent ('05/22/21 14:02:45', 'No Reading') to 01-smoker
2023-09-28 22:08:07,373.message_producer.INFO  [x] Sent ('05/22/21 14:02:45', 'No Reading') to 02-food-A
2023-09-28 22:08:07,373.message_producer.INFO  [x] Sent ('05/22/21 14:02:45', '39.2') to 03-food-B
2023-09-28 22:08:09,374.message_producer.INFO  [x] Sent ('05/22/21 14:03:10', '240.4') to 01-smoker
2023-09-28 22:08:09,375.message_producer.INFO  [x] Sent ('05/22/21 14:03:10', 'No Reading') to 02-food-A
2023-09-28 22:08:09,375.message_producer.INFO  [x] Sent ('05/22/21 14:03:10', 'No Reading') to 03-food-B
2023-09-28 22:08:11,376.message_producer.INFO  [x] Sent ('05/22/21 14:03:15', '240.4') to 01-smoker
2023-09-28 22:08:11,376.message_producer.INFO  [x] Sent ('05/22/21 14:03:15', 'No Reading') to 02-food-A
2023-09-28 22:08:11,377.message_producer.INFO  [x] Sent ('05/22/21 14:03:15', 'No Reading') to 03-food-B
2023-09-28 22:08:13,377.message_producer.INFO  [x] Sent ('05/22/21 14:03:35', 'No Reading') to 01-smoker
2023-09-28 22:08:13,377.message_producer.INFO  [x] Sent ('05/22/21 14:03:35', '47.1') to 02-food-A
2023-09-28 22:08:13,377.message_producer.INFO  [x] Sent ('05/22/21 14:03:35', 'No Reading') to 03-food-B
2023-09-28 22:08:15,379.message_producer.INFO  [x] Sent ('05/22/21 14:03:40', 'No Reading') to 01-smoker
2023-09-28 22:08:15,379.message_producer.INFO  [x] Sent ('05/22/21 14:03:40', '47.1') to 02-food-A
2023-09-28 22:08:15,379.message_producer.INFO  [x] Sent ('05/22/21 14:03:40', '39.8') to 03-food-B
2023-09-28 22:08:17,380.message_producer.INFO  [x] Sent ('05/22/21 14:03:45', 'No Reading') to 01-smoker
2023-09-28 22:08:17,380.message_producer.INFO  [x] Sent ('05/22/21 14:03:45', 'No Reading') to 02-food-A
2023-09-28 22:08:17,380.message_producer.INFO  [x] Sent ('05/22/21 14:03:45', '39.8') to 03-food-B
2023-09-28 22:08:19,382.message_producer.INFO  [x] Sent ('05/22/21 14:04:10', '240.8') to 01-smoker
2023-09-28 22:08:19,382.message_producer.INFO  [x] Sent ('05/22/21 14:04:10', 'No Reading') to 02-food-A
2023-09-28 22:08:19,383.message_producer.INFO  [x] Sent ('05/22/21 14:04:10', 'No Reading') to 03-food-B
2023-09-28 22:08:21,383.message_producer.INFO  [x] Sent ('05/22/21 14:04:15', '240.8') to 01-smoker
2023-09-28 22:08:21,384.message_producer.INFO  [x] Sent ('05/22/21 14:04:15', 'No Reading') to 02-food-A
2023-09-28 22:08:21,384.message_producer.INFO  [x] Sent ('05/22/21 14:04:15', 'No Reading') to 03-food-B
2023-09-28 22:08:23,384.message_producer.INFO  [x] Sent ('05/22/21 14:04:35', 'No Reading') to 01-smoker
2023-09-28 22:08:23,384.message_producer.INFO  [x] Sent ('05/22/21 14:04:35', '48.2') to 02-food-A
2023-09-28 22:08:23,384.message_producer.INFO  [x] Sent ('05/22/21 14:04:35', 'No Reading') to 03-food-B
2023-09-28 22:08:25,386.message_producer.INFO  [x] Sent ('05/22/21 14:04:40', 'No Reading') to 01-smoker
2023-09-28 22:08:25,386.message_producer.INFO  [x] Sent ('05/22/21 14:04:40', '48.2') to 02-food-A
2023-09-28 22:08:25,387.message_producer.INFO  [x] Sent ('05/22/21 14:04:40', '40.4') to 03-food-B
2023-09-28 22:08:27,387.message_producer.INFO  [x] Sent ('05/22/21 14:04:45', 'No Reading') to 01-smoker
2023-09-28 22:08:27,387.message_producer.INFO  [x] Sent ('05/22/21 14:04:45', 'No Reading') to 02-food-A
2023-09-28 22:08:27,387.message_producer.INFO  [x] Sent ('05/22/21 14:04:45', '40.4') to 03-food-B
2023-09-28 22:08:29,388.message_producer.INFO  [x] Sent ('05/22/21 14:05:10', '241.3') to 01-smoker
2023-09-28 22:08:29,388.message_producer.INFO  [x] Sent ('05/22/21 14:05:10', 'No Reading') to 02-food-A
2023-09-28 22:08:29,388.message_producer.INFO  [x] Sent ('05/22/21 14:05:10', 'No Reading') to 03-food-B
2023-09-28 22:08:31,389.message_producer.INFO  [x] Sent ('05/22/21 14:05:15', '241.3') to 01-smoker
2023-09-28 22:08:31,389.message_producer.INFO  [x] Sent ('05/22/21 14:05:15', 'No Reading') to 02-food-A
2023-09-28 22:08:31,390.message_producer.INFO  [x] Sent ('05/22/21 14:05:15', 'No Reading') to 03-food-B
2023-09-28 22:08:33,391.message_producer.INFO  [x] Sent ('05/22/21 14:05:35', 'No Reading') to 01-smoker
2023-09-28 22:08:33,391.message_producer.INFO  [x] Sent ('05/22/21 14:05:35', '49.4') to 02-food-A
2023-09-28 22:08:33,391.message_producer.INFO  [x] Sent ('05/22/21 14:05:35', 'No Reading') to 03-food-B
2023-09-28 22:08:35,393.message_producer.INFO  [x] Sent ('05/22/21 14:05:40', 'No Reading') to 01-smoker
2023-09-28 22:08:35,393.message_producer.INFO  [x] Sent ('05/22/21 14:05:40', '49.4') to 02-food-A
2023-09-28 22:08:35,394.message_producer.INFO  [x] Sent ('05/22/21 14:05:40', '41.1') to 03-food-B
2023-09-28 22:08:37,394.message_producer.INFO  [x] Sent ('05/22/21 14:05:45', 'No Reading') to 01-smoker
2023-09-28 22:08:37,394.message_producer.INFO  [x] Sent ('05/22/21 14:05:45', 'No Reading') to 02-food-A
2023-09-28 22:08:37,395.message_producer.INFO  [x] Sent ('05/22/21 14:05:45', '41.1') to 03-food-B
2023-09-28 22:08:39,396.message_producer.INFO  [x] Sent ('05/22/21 14:06:10', '241.7') to 01-smoker
2023-09-28 22:08:39,396.message_producer.INFO  [x] Sent ('05/22/21 14:06:10', 'No Reading') to 02-food-A
2023-09-28 22:08:39,396.message_producer.INFO  [x] Sent ('05/22/21 14:06:10', 'No Reading') to 03-food-B
2023-09-28 22:08:41,398.message_producer.INFO  [x] Sent ('05/22/21 14:06:15', '241.7') to 01-smoker
2023-09-28 22:08:41,398.message_producer.INFO  [x] Sent ('05/22/21 14:06:15', 'No Reading') to 02-food-A
2023-09-28 22:08:41,398.message_producer.INFO  [x] Sent ('05/22/21 14:06:15', 'No Reading') to 03-food-B
2023-09-28 22:08:43,399.message_producer.INFO  [x] Sent ('05/22/21 14:06:35', 'No Reading') to 01-smoker
2023-09-28 22:08:43,399.message_producer.INFO  [x] Sent ('05/22/21 14:06:35', '50.5') to 02-food-A
2023-09-28 22:08:43,399.message_producer.INFO  [x] Sent ('05/22/21 14:06:35', 'No Reading') to 03-food-B
2023-09-28 22:08:45,400.message_producer.INFO  [x] Sent ('05/22/21 14:06:40', 'No Reading') to 01-smoker
2023-09-28 22:08:45,400.message_producer.INFO  [x] Sent ('05/22/21 14:06:40', '50.5') to 02-food-A
2023-09-28 22:08:45,402.message_producer.INFO  [x] Sent ('05/22/21 14:06:40', '41.9') to 03-food-B
2023-09-28 22:08:47,402.message_producer.INFO  [x] Sent ('05/22/21 14:06:45', 'No Reading') to 01-smoker
2023-09-28 22:08:47,402.message_producer.INFO  [x] Sent ('05/22/21 14:06:45', 'No Reading') to 02-food-A
2023-09-28 22:08:47,402.message_producer.INFO  [x] Sent ('05/22/21 14:06:45', '41.9') to 03-food-B
2023-09-28 22:08:49,404.message_producer.INFO  [x] Sent ('05/22/21 14:07:10', '242.3') to 01-smoker
2023-09-28 22:08:49,404.message_producer.INFO  [x] Sent ('05/22/21 14:07:10', 'No Reading') to 02-food-A
2023-09-28 22:08:49,404.message_producer.INFO  [x] Sent ('05/22/21 14:07:10', 'No Reading') to 03-food-B
2023-09-28 22:08:51,405.message_producer.INFO  [x] Sent ('05/22/21 14:07:15', '242.3') to 01-smoker
2023-09-28 22:08:51,405.message_producer.INFO  [x] Sent ('05/22/21 14:07:15', 'No Reading') to 02-food-A
2023-09-28 22:08:51,405.message_producer.INFO  [x] Sent ('05/22/21 14:07:15', 'No Reading') to 03-food-B
2023-09-28 22:08:53,407.message_producer.INFO  [x] Sent ('05/22/21 14:07:35', 'No Reading') to 01-smoker
